Chord,E,A,D,G,B,E2,Structure,Note1,Note2,Note3,Note4,Note5,Note6
Bb9 1,x,2,0,3,4,x,1;3;5;b7;9,x,Bb,D,Ab,C,x
Bb9 2,x,1,3,2,4,x,1;3;5;b7;9,x,D,Ab,C,F,x
Bb9 3,1,x,1,2,1,4,1;3;5;b7;9,Bb,x,Ab,D,F,C
Bb9 4,x,2,1,3,3,3,1;3;5;b7;9,x,Bb,D,Ab,C,F
Bb9 5,x,x,1,2,1,4,1;3;5;b7;9,x,x,Ab,D,F,C
Bb9 6,x,x,1,3,3,3,1;3;5;b7;9,x,x,D,Ab,C,F
Bb9 7,x,1,3,2,4,4,1;3;5;b7;9,x,D,Ab,C,F,Bb
Bb9 8,x,x,3,2,1,4,1;3;5;b7;9,x,x,Ab,C,D,Bb
Bb9 9,x,2,1,3,4,x,1;3;5;b7;9,x,Bb,D,Ab,C,x
Bb9 10,2,1,3,1,x,x,1;3;5;b7;9,Bb,D,Ab,C,x,x
Bb9 11,x,1,3,2,x,x,1;3;5;b7;9,x,D,Ab,C,x,x
Bb9 12,x,x,2,1,3,x,1;3;5;b7;9,x,x,Ab,C,F,x
Bb9 13,x,x,0,1,1,1,1;3;5;b7;9,x,x,D,Ab,C,F
Bb9 14,x,2,0,3,3,3,1;3;5;b7;9,x,Bb,D,Ab,C,F
Bb11 1,x,1,1,1,1,1,1;3;5;b7;9;11,x,Bb,Eb,Ab,C,F
Bb11 2,3,x,4,2,1,1,1;3;5;b7;9;11,Bb,x,Ab,C,Eb,Ab
Bb11 3,x,x,1,1,2,1,1;3;5;b7;9;11,x,x,Bb,Eb,Ab,C
Bb13 1,x,1,0,2,3,4,1;3;5;b7;9;11;13,x,Bb,D,Ab,C,G
Bb13 2,4,x,3,2,1,1,1;3;5;b7;9;11;13,Bb,x,Ab,C,D,G
Bb13 3,1,x,1,2,3,4,1;3;5;b7;9;11;13,Bb,x,Ab,D,G,C
Bb13 4,1,x,2,3,4,x,1;3;5;b7;9;11;13,Bb,x,Ab,D,G,x
Bb13 5,x,1,2,1,4,4,1;3;5;b7;9;11;13,x,D,Ab,C,G,C
Bb13 6,x,1,1,1,2,1,1;3;5;b7;9;11;13,x,G,C,F,Bb,D
Bb13 7,x,x,1,2,3,1,1;3;5;b7;9;11;13,x,x,Ab,D,G,Bb
Bb13 8,1,x,1,2,3,1,1;3;5;b7;9;11;13,Bb,x,Ab,D,G,Bb
Bb43991 1,x,1,0,0,2,3,1;3;5;6;9,x,Bb,D,G,C,F
Bb43991 2,2,1,1,1,3,4,1;3;5;6;9,Bb,D,G,C,F,Bb
Bb43991 3,x,x,2,1,3,4,1;3;5;6;9,x,x,Bb,D,G,C
Bb43991 4,2,x,1,1,3,x,1;3;5;6;9,Bb,x,G,C,F,x
Bb13(b9) 1,x,x,1,2,4,3,1;3;5;b7;b9;11;13,x,x,Ab,D,G,Cb
Bb6(#11) 1,x,1,3,0,4,0,1;3;5;6;#11,x,Bb,F,G,D,E
Bb7(#5) 1,x,1,4,1,3,2,1;3;#5;b7,x,Bb,F#,Ab,D,F#
Bb7(#5) 2,1,x,1,2,3,1,1;3;#5;b7,Bb,x,Ab,D,F#,Bb
Bb7(#5) 3,x,1,2,1,1,x,1;3;#5;b7,x,Ab,D,F#,Bb,x
Bb7(#5) 4,x,x,1,2,3,1,1;3;#5;b7,x,x,Ab,D,F#,Bb
Bb7(#5) 5,1,x,2,3,4,x,1;3;#5;b7,Bb,x,Ab,D,F#,x
Bb7(#9) 1,x,1,0,2,4,3,1;3;5;b7;#9,x,Bb,D,Ab,C#,F
Bb7(#9) 2,2,1,3,3,3,x,1;3;5;b7;#9,Bb,D,Ab,C#,F,x
Bb7(#9) 3,1,3,1,2,1,4,1;3;5;b7;#9,Bb,F,Ab,D,F,C#
Bb7(b9) 1,x,1,0,2,x,3,1;3;5;b7;b9,x,Bb,D,Ab,x,F
Bb7(b9) 2,3,2,4,1,x,x,1;3;5;b7;b9,Bb,D,Ab,Cb,x,x
Bb7(b9) 3,1,x,1,2,1,3,1;3;5;b7;b9,Bb,x,Ab,D,F,Cb
Bb7(b9) 4,x,2,3,1,4,x,1;3;5;b7;b9,x,D,Ab,Cb,F,x
Bb7b5 1,x,1,2,1,3,x,1;3;b5;b7,x,Bb,Fb,Ab,D,x
Bb7b5 2,x,x,2,4,1,3,1;3;b5;b7,x,x,Ab,D,Fb,Bb
Bb7b5 3,x,x,1,2,3,4,1;3;b5;b7,x,x,Bb,Fb,Ab,D
Bb7sus4 1,x,1,3,1,4,1,1;4;5;b7,x,Bb,F,Ab,Eb,F
Bb7sus4 2,1,3,1,4,1,1,1;4;5;b7,Bb,F,Ab,Eb,F,Bb
Bb7sus4 3,x,x,1,3,2,4,1;4;5;b7,x,x,Bb,F,Ab,Eb
Bb7sus4 4,x,1,1,1,2,x,1;4;5;b7,x,F,Bb,Eb,Ab,x
Bb7sus4 5,1,x,2,4,x,x,1;4;5;b7,Bb,x,Ab,Eb,x,x
Bb9(#11) 1,x,1,2,1,1,x,1;3;5;b7;9;#11,x,D,Ab,C,E,x
Bb9(#11) 2,2,x,3,4,1,x,1;3;5;b7;9;#11,Bb,x,Ab,D,E,x
Bb9(#11) 3,0,x,0,1,1,1,1;3;5;b7;9;#11,E,x,D,Ab,C,F
Bb9b5 1,0,1,0,2,3,0,1;3;b5;b7;9,Fb,Bb,D,Ab,C,Fb
Bb9b5 2,2,1,3,1,1,4,1;3;b5;b7;9,Bb,D,Ab,C,Fb,Bb
Bb9b5 3,x,x,1,2,3,1,1;3;b5;b7;9,x,x,Bb,Fb,Ab,C
Bbaug 1,x,3,2,1,1,x,1;3;#5,x,D,F#,Bb,D,x
Bbaug 2,4,3,2,1,x,x,1;3;#5,Bb,D,F#,Bb,x,x
Bbaug 3,x,x,4,2,3,1,1;3;#5,x,x,D,F#,Bb,D
Bbdim 1,x,1,2,4,3,x,1;b3;b5,x,Bb,Fb,Bb,Db,x
Bbdim 2,x,x,4,3,1,2,1;b3;b5,x,x,Bb,Db,Fb,Bb
Bbdim 3,1,2,3,1,x,x,1;b3;b5,Bb,Fb,Bb,Db,x,x
Bbdim 4,x,x,x,2,1,3,1;b3;b5,x,x,x,Db,Fb,Bb
Bbdim7 1,2,4,1,3,x,x,1;b3;b5;bb7,Abb,Db,Fb,Bb,x,x
Bbdim7 2,x,2,3,1,4,x,1;b3;b5;bb7,x,Db,Abb,Bb,Fb,x
Bbdim7 3,x,x,1,3,2,4,1;b3;b5;bb7,x,x,Bb,Fb,Abb,Db
Bbdim7 4,x,2,3,1,4,x,1;b3;b5;bb7,x,Bb,Fb,Abb,Db,x
Bbdim7 5,3,x,1,4,2,x,1;b3;b5;bb7,Bb,x,Abb,Db,Fb,x
Bbm 1,x,1,3,4,2,1,1;b3;5,x,Bb,F,Bb,Db,F
Bbm 2,1,3,4,1,1,1,1;b3;5,Bb,F,Bb,Db,F,Bb
Bbm 3,x,x,1,3,4,2,1;b3;5,x,x,Bb,F,Bb,Db
Bbm 4,x,x,3,4,2,1,1;b3;5,x,x,F,Bb,Db,F
Bbm 5,3,1,x,x,x,x,1;b3;5,Bb,Db,x,x,x,x
Bbm 6,x,x,x,3,2,1,1;b3;5,x,x,x,Bb,Db,F
Bbm 7,x,x,x,1,1,1,1;b3;5,x,x,x,Db,F,Bb
Bbm 8,x,3,4,1,x,x,1;b3;5,x,F,Bb,Db,x,x
Bbm(maj7) 1,x,1,4,2,3,x,1;b3;5;7,x,Bb,F,A,Db,x
Bbm(maj7) 2,x,x,2,1,1,1,1;b3;5;7,x,x,A,Db,F,Bb
Bbm(maj7) 3,1,x,4,2,3,x,1;b3;5;7,Bb,x,A,Db,F,x
Bbm(maj7) 4,1,3,2,1,1,1,1;b3;5;7,Bb,F,A,Db,F,Bb
Bbm11 1,x,x,2,3,1,x,1;b3;5;b7;9;11,x,x,Ab,Db,Eb,x
Bbm11 2,x,1,1,1,2,1,1;b3;5;b7;9;11,x,Bb,Eb,Ab,Db,F
Bbm11 3,x,1,1,1,2,x,1;b3;5;b7;9;11,x,Bb,Eb,Ab,Db,x
Bbm11 4,2,x,3,4,1,x,1;b3;5;b7;9;11,Bb,x,Ab,Db,Eb,x
Bbm6 1,x,1,3,0,2,4,1;b3;5;6,x,Bb,F,G,Db,G
Bbm6 2,1,x,3,1,4,1,1;b3;5;6,Bb,x,Bb,Db,G,Bb
Bbm6 3,x,x,1,3,1,2,1;b3;5;6,x,x,Bb,F,G,Db
Bbm6 4,2,x,1,3,3,3,1;b3;5;6,Bb,x,G,Db,F,Bb
Bbm7 1,x,1,3,1,2,1,1;b3;5;b7,x,Bb,F,Ab,Db,F
Bbm7 2,1,3,1,1,4,1,1;b3;5;b7,Bb,F,Ab,Db,Ab,Bb
Bbm7 3,x,x,1,4,2,3,1;b3;5;b7,x,x,Bb,F,Ab,Db
Bbm7 4,2,x,3,3,3,x,1;b3;5;b7,Bb,x,Ab,Db,F,x
Bbm7 5,1,3,1,1,1,1,1;b3;5;b7,Bb,F,Ab,Db,F,Bb
Bbm7 6,x,x,x,2,1,1,1;b3;5;b7,x,x,x,F,Ab,Db
Bbm7 7,2,x,3,3,3,3,1;b3;5;b7,Bb,x,Ab,Db,F,Bb
Bbm7 8,2,x,3,3,x,x,1;b3;5;b7,Bb,x,Ab,Db,x,x
Bbm7 9,x,x,2,3,1,4,1;b3;5;b7,x,x,F,Bb,Db,Ab
Bbm7 10,1,x,1,1,4,x,1;b3;5;b7,Bb,x,Ab,Db,Ab,x
Bbm9 1,3,1,4,2,x,x,1;b3;5;b7;9,Bb,Db,Ab,C,x,x
Bbm9 2,1,3,1,1,1,4,1;b3;5;b7;9,Bb,F,Ab,Db,F,C
Bbm9 3,x,2,1,3,4,x,1;b3;5;b7;9,x,Bb,Db,Ab,C,x
Bbm9 4,x,x,2,4,1,3,1;b3;5;b7;9,x,x,F,C,Db,Ab
Bbm9 5,1,x,1,1,1,4,1;b3;5;b7;9,Bb,x,Ab,Db,F,C
Bbmaj 1,x,1,3,3,3,x,1;3;5,x,Bb,F,Bb,D,x
Bbmaj 2,1,3,4,2,1,1,1;3;5,Bb,F,Bb,D,F,Bb
Bbmaj 3,x,4,3,1,2,1,1;3;5,x,Bb,D,F,Bb,D
Bbmaj 4,4,3,1,1,1,x,1;3;5,Bb,D,F,Bb,D,x
Bbmaj 5,2,1,x,x,x,x,1;3;5,Bb,D,x,x,x,x
Bbmaj 6,x,x,x,x,1,4,1;3;5,x,x,x,x,D,Bb
Bbmaj 7,x,x,x,x,1,1,1;3;5,x,x,x,x,F,Bb
Bbmaj 8,x,1,4,x,x,x,1;3;5,x,D,Bb,x,x,x
Bbmaj 9,x,1,3,3,3,1,1;3;5,x,Bb,F,Bb,D,F
Bbmaj 10,x,x,0,3,4,1,1;3;5,x,x,D,Bb,D,F
Bbmaj 11,x,x,3,2,1,1,1;3;5,x,x,Bb,D,F,Bb
Bbmaj 12,x,3,x,2,1,1,1;3;5,x,F,x,D,F,Bb
Bbmaj 13,x,3,4,2,1,1,1;3;5,x,F,Bb,D,F,Bb
Bbmaj 14,x,x,1,1,1,x,1;3;5,x,x,F,Bb,D,x
Bbmaj 15,x,3,1,1,1,x,1;3;5,x,D,F,Bb,D,x
Bbmaj 16,x,x,1,1,1,4,1;3;5,x,x,F,Bb,D,Bb
Bbmaj 17,x,x,2,1,x,x,1;3;5,x,x,Bb,D,x,x
Bbmaj13 1,2,1,1,1,3,1,1;3;5;7;9;11;13,Bb,D,G,C,F,A
Bbmaj13 2,3,x,4,2,1,1,1;3;5;7;9;11;13,Bb,x,A,C,D,G
Bbmaj7 1,x,1,3,2,4,1,1;3;5;7,x,Bb,F,A,D,F
Bbmaj7 2,1,4,2,3,1,x,1;3;5;7,Bb,F,A,D,F,x
Bbmaj7 3,x,4,3,1,1,1,1;3;5;7,x,Bb,D,F,A,D
Bbmaj7 4,x,x,1,3,3,3,1;3;5;7,x,x,Bb,F,A,D
Bbmaj7 5,x,1,3,2,4,x,1;3;5;7,x,Bb,F,A,D,x
Bbmaj7 6,1,x,3,4,x,x,1;3;5;7,Bb,x,A,D,x,x
Bbmaj7 7,1,x,3,4,2,x,1;3;5;7,Bb,x,A,D,F,x
Bbmaj7 8,x,x,4,3,2,1,1;3;5;7,x,x,Bb,D,F,A
Bbmaj7 9,x,x,1,1,1,4,1;3;5;7,x,x,F,Bb,D,A
Bbmaj7 10,x,2,4,1,3,x,1;3;5;7,x,D,A,Bb,F,x
Bbmaj7 11,1,1,3,2,4,1,1;3;5;7,F,Bb,F,A,D,F
Bbmaj7 12,2,x,3,4,2,1,1;3;5;7,Bb,x,A,D,F,A
Bbmaj7 13,x,1,4,2,x,x,1;3;5;7,x,Bb,F,A,x,x
Bbmaj7 14,x,1,0,2,4,1,1;3;5;7,x,Bb,D,A,D,F
Bbmaj9 1,x,1,0,4,2,3,1;3;5;7;9,x,Bb,D,A,C,F
Bbmaj9 2,2,1,4,1,x,x,1;3;5;7;9,Bb,D,A,C,x,x
Bbmaj9 3,x,x,4,1,2,1,1;3;5;7;9,x,x,Bb,C,F,A
Bbmaj9 4,x,1,4,1,2,1,1;3;5;7;9,x,D,Bb,C,F,A
Bbmaj9 5,x,x,1,3,4,1,1;3;5;7;9,x,x,Bb,F,A,C
Bbmaj9 6,x,1,3,2,1,x,1;3;5;7;9,x,Bb,F,A,C,x
Bbsus2 1,x,1,3,4,1,1,1;2;5,x,Bb,F,Bb,C,F
Bbsus4 1,x,1,2,3,4,1,1;4;5,x,Bb,F,Bb,Eb,F
Bbsus4 2,x,x,1,1,2,4,1;4;5,x,x,F,Bb,Eb,Bb
Bbsus4 3,1,1,3,4,1,1,1;4;5,Bb,Eb,Bb,Eb,F,Bb
Bbsus4 4,x,1,3,3,4,x,1;4;5,x,Bb,F,Bb,Eb,x
C5 1,x,1,3,x,x,x,1;5,x,C,G,x,x,x
C5 2,1,3,x,x,x,x,1;5,C,G,x,x,x,x
C5 3,x,1,3,4,x,x,1;5,x,C,G,C,x,x
C5 4,1,3,4,x,x,x,1;5,C,G,C,x,x,x
C5 5,1,1,3,x,x,x,1;5,G,C,G,x,x,x
C5 6,x,x,2,3,x,x,1;5,x,x,G,C,x,x
C5 7,x,x,1,3,4,x,1;5,x,x,C,G,C,x
C6 1,x,4,2,3,1,0,1;3;5;6,x,C,E,A,C,E
C6 2,x,1,3,3,3,3,1;3;5;6,x,C,G,C,E,A
C6 3,1,x,3,2,4,1,1;3;5;6,C,x,C,E,A,C
C6 4,2,x,1,4,3,x,1;3;5;6,C,x,A,E,G,x
C6 5,x,x,3,2,4,1,1;3;5;6,x,x,C,E,A,C
C6 6,x,x,x,1,1,1,1;3;5;6,x,x,x,C,E,A
C6 7,2,x,1,4,x,x,1;3;5;6,C,x,A,E,x,x
C6 8,x,4,2,3,1,x,1;3;5;6,x,C,E,A,C,x
C6 9,x,2,1,1,x,x,1;3;5;6,x,C,E,A,x,x
C6 10,x,x,1,1,1,1,1;3;5;6,x,x,G,C,E,A
C7 1,x,3,2,4,1,0,1;3;5;b7,x,C,E,Bb,C,E
C7 2,x,1,3,1,4,1,1;3;5;b7,x,C,G,Bb,E,G
C7 3,1,3,1,2,4,1,1;3;5;b7,C,G,Bb,E,Bb,C
C7 4,x,x,1,1,1,3,1;3;5;b7,x,x,G,C,E,Bb
C7 5,x,2,1,3,x,x,1;3;5;b7,x,C,E,Bb,x,x
C7 6,x,x,3,2,4,1,1;3;5;b7,x,x,C,E,Bb,C
C7 7,1,3,1,2,1,1,1;3;5;b7,C,G,Bb,E,G,C
C7 8,1,x,2,4,3,x,1;3;5;b7,C,x,Bb,E,G,x
C7 9,x,x,1,3,2,4,1;3;5;b7,x,x,C,G,Bb,E
C7 10,x,x,3,4,2,1,1;3;5;b7,x,x,E,Bb,C,E
C7 11,x,2,1,3,x,4,1;3;5;b7,x,C,E,Bb,x,G
C7 12,2,x,1,3,x,x,1;3;5;b7,G,x,E,Bb,x,x
C7 13,4,3,1,1,1,2,1;3;5;b7,C,E,G,C,E,Bb
C7 14,x,3,2,4,1,x,1;3;5;b7,x,C,E,Bb,C,x
C7 15,x,x,3,1,4,1,1;3;5;b7,x,x,G,Bb,E,G
C7 16,x,x,2,3,1,4,1;3;5;b7,x,x,E,Bb,C,G
C7 17,x,3,2,4,1,x,1;3;5;b7,x,C,E,Bb,C,x
C9 1,x,2,1,3,4,x,1;3;5;b7;9,x,C,E,Bb,D,x
C9 2,x,1,3,2,4,x,1;3;5;b7;9,x,E,Bb,D,G,x
C9 3,x,x,2,1,3,4,1;3;5;b7;9,x,x,Bb,D,G,C
C9 4,x,2,1,3,3,3,1;3;5;b7;9,x,C,E,Bb,D,G
C9 5,x,2,1,3,3,3,1;3;5;b7;9,x,C,E,Bb,D,G
C9 6,x,x,1,3,2,1,1;3;5;b7;9,x,x,C,G,Bb,D
C9 7,2,x,1,3,3,3,1;3;5;b7;9,G,x,E,Bb,D,G
C9 8,2,1,3,1,4,x,1;3;5;b7;9,C,E,Bb,D,G,x
C9 9,x,x,2,1,4,3,1;3;5;b7;9,x,x,C,E,Bb,D
C11 1,x,1,1,1,1,1,1;3;5;b7;9;11,x,C,F,Bb,D,G
C11 2,3,x,4,2,1,1,1;3;5;b7;9;11,C,x,Bb,D,F,Bb
C11 3,x,x,1,1,2,1,1;3;5;b7;9;11,x,x,C,F,Bb,D
C13 1,x,2,1,3,3,4,1;3;5;b7;9;11;13,x,C,E,Bb,D,A
C13 2,3,x,4,2,1,1,1;3;5;b7;9;11;13,C,x,Bb,D,E,A
C13 3,1,x,1,2,3,4,1;3;5;b7;9;11;13,C,x,Bb,E,A,D
C13 4,1,x,2,3,4,x,1;3;5;b7;9;11;13,C,x,Bb,E,A,x
C13 5,1,3,1,2,4,1,1;3;5;b7;9;11;13,C,G,Bb,E,A,C
C13 6,x,x,1,2,2,4,1;3;5;b7;9;11;13,x,x,E,Bb,D,A
C13 7,x,1,x,1,1,4,1;3;5;b7;9;11;13,x,C,x,Bb,D,A
C13 8,1,x,1,2,3,1,1;3;5;b7;9;11;13,C,x,Bb,E,A,C
C43991 1,x,2,1,1,3,4,1;3;5;6;9,x,C,E,A,D,G
C43991 2,2,1,1,1,3,4,1;3;5;6;9,C,E,A,D,G,C
C43991 3,x,x,2,1,3,4,1;3;5;6;9,x,x,C,E,A,D
C43991 4,x,2,1,1,3,x,1;3;5;6;9,x,C,E,A,D,x
C13(b9) 1,x,x,1,2,4,3,1;3;5;b7;b9;11;13,x,x,Bb,E,A,Db
C7(#11) 1,2,x,3,4,1,x,1;3;5;b7;#11,C,x,Bb,E,F#,x
C7(#11) 2,x,1,3,1,x,x,1;3;5;b7;#11,x,C,F#,Bb,x,x
C7(#11) 3,x,x,x,1,3,2,1;3;5;b7;#11,x,x,x,C,F#,Bb
C7(#5) 1,x,1,2,1,1,x,1;3;#5;b7,x,Bb,E,G#,C,x
C7(#5) 2,x,1,4,1,3,2,1;3;#5;b7,x,C,G#,Bb,E,G#
C7(#5) 3,1,x,1,2,3,1,1;3;#5;b7,C,x,Bb,E,G#,C
C7(#5) 4,1,x,2,3,4,x,1;3;#5;b7,C,x,Bb,E,G#,x
C7(#9) 1,x,2,1,3,4,x,1;3;5;b7;#9,x,C,E,Bb,D#,x
C7(#9) 2,2,1,3,3,3,x,1;3;5;b7;#9,C,E,Bb,D#,G,x
C7(#9) 3,1,3,1,2,1,4,1;3;5;b7;#9,C,G,Bb,E,G,D#
C7(b9) 1,x,2,1,3,1,x,1;3;5;b7;b9,x,C,E,Bb,Db,x
C7(b9) 2,3,2,4,1,x,x,1;3;5;b7;b9,C,E,Bb,Db,x,x
C7(b9) 3,1,x,1,2,1,3,1;3;5;b7;b9,C,x,Bb,E,G,Db
C7(b9) 4,x,2,1,3,1,4,1;3;5;b7;b9,x,C,E,Bb,Db,G
C7(b9) 5,3,x,1,4,2,x,1;3;5;b7;b9,G,x,E,Bb,Db,x
C7b5 1,x,1,2,1,3,x,1;3;b5;b7,x,C,Gb,Bb,E,x
C7b5 2,x,x,2,4,1,3,1;3;b5;b7,x,x,Bb,E,Gb,C
C7b5 3,1,3,2,4,x,x,1;3;b5;b7,C,Gb,Bb,E,x,x
C7sus4 1,x,2,3,4,1,x,1;4;5;b7,x,C,F,Bb,C,x
C7sus4 2,x,1,3,1,4,1,1;4;5;b7,x,C,G,Bb,F,G
C7sus4 3,1,3,1,4,1,1,1;4;5;b7,C,G,Bb,F,G,C
C9(#5) 1,x,x,1,2,3,4,1;3;#5;b7;9,x,x,Bb,E,G#,D
C9b5 1,1,2,1,3,4,1,1;3;b5;b7;9,Gb,C,E,Bb,D,Gb
C9b5 2,2,1,3,1,1,4,1;3;b5;b7;9,C,E,Bb,D,Gb,C
C9b5 3,x,x,1,2,3,1,1;3;b5;b7;9,x,x,C,Gb,Bb,D
Cadd9 1,x,2,1,0,3,4,1;3;5;9,x,C,E,G,D,G
Cadd9 2,x,2,1,0,3,0,1;3;5;9,x,C,E,G,D,E
Cadd9 3,x,x,3,2,1,4,1;3;5;9,x,x,C,E,G,D
Cadd9 4,x,1,0,0,2,0,1;3;5;9,x,C,D,G,D,E
Cadd9 5,x,3,0,0,1,0,1;3;5;9,x,C,D,G,C,E
Caug 1,x,3,2,1,1,x,1;3;#5,x,C,E,G#,C,x
Caug 2,4,3,2,1,x,x,1;3;#5,G#,C,E,G#,x,x
Caug 3,x,x,4,2,3,1,1;3;#5,x,x,C,E,G#,C
Cdim 1,x,1,2,3,4,x,1;b3;b5,x,C,Gb,C,Eb,x
Cdim 2,x,x,4,3,1,2,1;b3;b5,x,x,C,Eb,Gb,C
Cdim 3,1,2,4,3,x,x,1;b3;b5,C,Gb,C,Eb,x,x
Cdim7 1,2,4,1,3,x,x,1;b3;b5;bb7,Gb,C,Eb,Bbb,x,x
Cdim7 2,x,2,3,1,4,x,1;b3;b5;bb7,x,Eb,Bbb,C,Gb,x
Cdim7 3,x,x,1,3,2,4,1;b3;b5;bb7,x,x,C,Gb,Bbb,Eb
Cdim7 4,x,2,3,1,4,x,1;b3;b5;bb7,x,C,Gb,Bbb,Eb,x
Cdim7 5,x,x,1,3,2,4,1;b3;b5;bb7,x,x,Eb,Bbb,C,Gb
Cdim7 6,x,x,x,2,1,3,1;b3;b5;bb7,x,x,x,Gb,Bbb,Eb
Cdim7 7,3,x,1,4,2,x,1;b3;b5;bb7,Gb,x,Eb,Bbb,C,x
Cdim7 8,3,x,1,4,2,x,1;b3;b5;bb7,Bbb,x,Gb,C,Eb,x
Cdim7 9,3,x,1,4,2,x,1;b3;b5;bb7,C,x,Bbb,Eb,Gb,x
Cdim7 10,x,x,1,3,2,4,1;b3;b5;bb7,x,x,Gb,C,Eb,Bbb
Cdim7 11,x,x,1,3,2,4,1;b3;b5;bb7,x,x,Bbb,Eb,Gb,C
Cdim7 12,x,2,3,1,4,x,1;b3;b5;bb7,x,Gb,C,Eb,Bbb,x
Cdim7 13,x,2,3,1,4,x,1;b3;b5;bb7,x,Bbb,Eb,Gb,C,x
Cdim7 14,3,x,1,4,2,x,1;b3;b5;bb7,Eb,x,C,Gb,Bbb,x
Cdim7 15,x,3,1,2,x,x,1;b3;b5;bb7,x,C,Eb,Bbb,x,x
Cdim7 16,2,x,1,3,x,x,1;b3;b5;bb7,C,x,Bbb,Eb,x,x
Cm 1,x,4,1,0,2,x,1;b3;5,x,C,Eb,G,C,x
Cm 2,x,1,3,4,2,1,1;b3;5,x,C,G,C,Eb,G
Cm 3,1,3,4,1,1,1,1;b3;5,C,G,C,Eb,G,C
Cm 4,x,1,3,4,2,x,1;b3;5,x,C,G,C,Eb,x
Cm 5,x,x,3,4,2,1,1;b3;5,x,x,G,C,Eb,G
Cm 6,x,x,x,3,2,1,1;b3;5,x,x,x,C,Eb,G
Cm 7,x,1,x,0,2,x,1;b3;5,x,C,x,G,Eb,x
Cm 8,x,1,x,3,2,1,1;b3;5,x,C,x,C,Eb,G
Cm 9,4,2,1,1,x,x,1;b3;5,C,Eb,G,C,x,x
Cm 10,x,x,1,3,4,2,1;b3;5,x,x,C,G,C,Eb
Cm 11,x,4,2,1,3,x,1;b3;5,x,C,Eb,G,C,x
Cm 12,x,x,x,1,1,1,1;b3;5,x,x,x,Eb,G,C
Cm 13,x,x,3,1,1,1,1;b3;5,x,x,C,Eb,G,C
Cm 14,x,x,3,1,1,x,1;b3;5,x,x,C,Eb,G,x
Cm 15,x,3,4,1,x,x,1;b3;5,x,G,C,Eb,x,x
Cm 16,2,1,1,x,x,x,1;b3;5,Eb,G,C,x,x,x
Cm 17,x,x,3,4,2,x,1;b3;5,x,x,G,C,Eb,x
Cm 18,x,2,1,1,x,x,1;b3;5,x,Eb,G,C,x,x
Cm 19,4,2,1,x,x,x,1;b3;5,C,Eb,G,x,x,x
Cm(maj7) 1,1,x,4,2,3,x,1;b3;5;7,C,x,B,Eb,G,x
Cm(maj7) 2,x,1,3,2,2,x,1;b3;5;7,x,C,G,B,Eb,x
Cm(maj7) 3,x,1,4,2,3,1,1;b3;5;7,x,C,G,B,Eb,G
Cm11 1,2,x,3,4,1,x,1;b3;5;b7;9;11,C,x,Bb,Eb,F,x
Cm11 2,x,2,1,3,4,1,1;b3;5;b7;9;11,x,C,Eb,Bb,D,F
Cm11 3,2,x,3,4,1,1,1;b3;5;b7;9;11,C,x,Bb,Eb,F,Bb
Cm11 4,x,2,1,3,4,1,1;b3;5;b7;9;11,x,C,Eb,Bb,Eb,F
Cm11 5,x,1,1,1,2,1,1;b3;5;b7;9;11,x,C,F,Bb,Eb,G
Cm11 6,x,1,1,1,1,1,1;b3;5;b7;9;11,x,C,F,Bb,D,G
Cm11 7,x,x,3,4,1,x,1;b3;5;b7;9;11,x,x,Bb,Eb,F,x
Cm11 8,x,x,1,3,1,1,1;b3;5;b7;9;11,x,x,Eb,Bb,C,F
Cm13 1,2,x,3,3,4,x,1;b3;5;b7;9;11;13,C,x,Bb,Eb,A,x
Cm13 2,x,x,1,2,2,4,1;b3;5;b7;9;11;13,x,x,Eb,Bb,D,A
Cm6 1,x,3,1,2,1,x,1;b3;5;6,x,C,Eb,A,C,x
Cm6 2,x,1,x,3,2,4,1;b3;5;6,x,C,x,C,Eb,A
Cm6 3,1,x,3,1,4,1,1;b3;5;6,C,x,C,Eb,A,C
Cm6 4,2,x,1,3,4,x,1;b3;5;6,C,x,A,Eb,G,x
Cm6/9 1,x,x,1,2,2,4,1;b3;5;6;9,x,x,A,Eb,G,D
Cm7 1,x,3,1,4,1,x,1;b3;5;b7,x,C,Eb,Bb,C,x
Cm7 2,x,1,3,1,2,1,1;b3;5;b7,x,C,G,Bb,Eb,G
Cm7 3,1,3,1,1,4,1,1;b3;5;b7,C,G,Bb,Eb,Bb,C
Cm7 4,2,x,3,3,3,x,1;b3;5;b7,C,x,Bb,Eb,G,x
Cm7 5,x,1,x,2,3,x,1;b3;5;b7,x,C,x,Bb,Eb,x
Cm7 6,1,3,1,1,1,1,1;b3;5;b7,C,G,Bb,Eb,G,C
Cm7 7,2,x,x,3,4,1,1;b3;5;b7,C,x,x,Eb,G,Bb
Cm7 8,x,x,1,3,2,2,1;b3;5;b7,x,x,C,G,Bb,Eb
Cm7 9,x,2,1,3,4,x,1;b3;5;b7,x,C,Eb,Bb,Eb,x
Cm7 10,x,2,1,3,4,x,1;b3;5;b7,x,C,Eb,Bb,Eb,x
Cm7b5 1,x,1,3,2,4,x,1;b3;b5;b7,x,C,Gb,Bb,Eb,x
Cm7b5 2,2,x,3,4,1,x,1;b3;b5;b7,C,x,Bb,Eb,Gb,x
Cm7b5 3,1,2,1,1,x,x,1;b3;b5;b7,C,Gb,Bb,Eb,x,x
