Chord,E,A,D,G,B,E2,Structure,Note1,Note2,Note3,Note4,Note5,Note6
Bb9 1,x,2,0,3,4,x,1;3;5;b7;9,Bb,D,Ab,C,x,x
Bb9 2,x,1,3,2,4,x,1;3;5;b7;9,D,Ab,C,F,x,x
Bb9 3,1,x,1,2,1,4,1;3;5;b7;9,Bb,Ab,D,F,C,x
Bb9 4,x,2,1,3,3,3,1;3;5;b7;9,Bb,D,Ab,C,F,x
Bb9 5,x,x,1,2,1,4,1;3;5;b7;9,Ab,D,F,C,x,x
Bb9 6,x,x,1,3,3,3,1;3;5;b7;9,D,Ab,C,F,x,x
Bb9 7,x,1,3,2,4,4,1;3;5;b7;9,D,Ab,C,F,Bb,x
Bb9 8,x,x,3,2,1,4,1;3;5;b7;9,Ab,C,D,Bb,x,x
Bb9 9,x,2,1,3,4,x,1;3;5;b7;9,Bb,D,Ab,C,x,x
Bb9 10,2,1,3,1,x,x,1;3;5;b7;9,Bb,D,Ab,C,x,x
Bb9 11,x,1,3,2,x,x,1;3;5;b7;9,D,Ab,C,x,x,x
Bb9 12,x,x,2,1,3,x,1;3;5;b7;9,Ab,C,F,x,x,x
Bb9 13,x,x,0,1,1,1,1;3;5;b7;9,D,Ab,C,F,x,x
Bb9 14,x,2,0,3,3,3,1;3;5;b7;9,Bb,D,Ab,C,F,x
Bb11 1,x,1,1,1,1,1,1;3;5;b7;9;11,Bb,Eb,Ab,C,F,x
Bb11 2,3,x,4,2,1,1,1;3;5;b7;9;11,Bb,Ab,C,Eb,Ab,x
Bb11 3,x,x,1,1,2,1,1;3;5;b7;9;11,Bb,Eb,Ab,C,x,x
Bb13 1,x,1,0,2,3,4,1;3;5;b7;9;11;13,Bb,D,Ab,C,G,x
Bb13 2,4,x,3,2,1,1,1;3;5;b7;9;11;13,Bb,Ab,C,D,G,x
Bb13 3,1,x,1,2,3,4,1;3;5;b7;9;11;13,Bb,Ab,D,G,C,x
Bb13 4,1,x,2,3,4,x,1;3;5;b7;9;11;13,Bb,Ab,D,G,x,x
Bb13 5,x,1,2,1,4,4,1;3;5;b7;9;11;13,D,Ab,C,G,C,x
Bb13 6,x,1,1,1,2,1,1;3;5;b7;9;11;13,G,C,F,Bb,D,x
Bb13 7,x,x,1,2,3,1,1;3;5;b7;9;11;13,Ab,D,G,Bb,x,x
Bb13 8,1,x,1,2,3,1,1;3;5;b7;9;11;13,Bb,Ab,D,G,Bb,x
Bb43991 1,x,1,0,0,2,3,1;3;5;6;9,Bb,D,G,C,F,x
Bb43991 2,2,1,1,1,3,4,1;3;5;6;9,Bb,D,G,C,F,Bb
Bb43991 3,x,x,2,1,3,4,1;3;5;6;9,Bb,D,G,C,x,x
Bb43991 4,2,x,1,1,3,x,1;3;5;6;9,Bb,G,C,F,x,x
Bb13(b9) 1,x,x,1,2,4,3,1;3;5;b7;b9;11;13,Ab,D,G,Cb,x,x
Bb6(#11) 1,x,1,3,0,4,0,1;3;5;6;#11,Bb,F,G,D,E,x
Bb7(#5) 1,x,1,4,1,3,2,1;3;#5;b7,Bb,F#,Ab,D,F#,x
Bb7(#5) 2,1,x,1,2,3,1,1;3;#5;b7,Bb,Ab,D,F#,Bb,x
Bb7(#5) 3,x,1,2,1,1,x,1;3;#5;b7,Ab,D,F#,Bb,x,x
Bb7(#5) 4,x,x,1,2,3,1,1;3;#5;b7,Ab,D,F#,Bb,x,x
Bb7(#5) 5,1,x,2,3,4,x,1;3;#5;b7,Bb,Ab,D,F#,x,x
Bb7(#9) 1,x,1,0,2,4,3,1;3;5;b7;#9,Bb,D,Ab,C#,F,x
Bb7(#9) 2,2,1,3,3,3,x,1;3;5;b7;#9,Bb,D,Ab,C#,F,x
Bb7(#9) 3,1,3,1,2,1,4,1;3;5;b7;#9,Bb,F,Ab,D,F,C#
Bb7(b9) 1,x,1,0,2,x,3,1;3;5;b7;b9,Bb,D,Ab,F,x,x
Bb7(b9) 2,3,2,4,1,x,x,1;3;5;b7;b9,Bb,D,Ab,Cb,x,x
Bb7(b9) 3,1,x,1,2,1,3,1;3;5;b7;b9,Bb,Ab,D,F,Cb,x
Bb7(b9) 4,x,2,3,1,4,x,1;3;5;b7;b9,D,Ab,Cb,F,x,x
Bb7b5 1,x,1,2,1,3,x,1;3;b5;b7,Bb,Fb,Ab,D,x,x
Bb7b5 2,x,x,2,4,1,3,1;3;b5;b7,Ab,D,Fb,Bb,x,x
Bb7b5 3,x,x,1,2,3,4,1;3;b5;b7,Bb,Fb,Ab,D,x,x
Bb7sus4 1,x,1,3,1,4,1,1;4;5;b7,Bb,F,Ab,Eb,F,x
Bb7sus4 2,1,3,1,4,1,1,1;4;5;b7,Bb,F,Ab,Eb,F,Bb
Bb7sus4 3,x,x,1,3,2,4,1;4;5;b7,Bb,F,Ab,Eb,x,x
Bb7sus4 4,x,1,1,1,2,x,1;4;5;b7,F,Bb,Eb,Ab,x,x
Bb7sus4 5,1,x,2,4,x,x,1;4;5;b7,Bb,Ab,Eb,x,x,x
Bb9(#11) 1,x,1,2,1,1,x,1;3;5;b7;9;#11,D,Ab,C,E,x,x
Bb9(#11) 2,2,x,3,4,1,x,1;3;5;b7;9;#11,Bb,Ab,D,E,x,x
Bb9(#11) 3,0,x,0,1,1,1,1;3;5;b7;9;#11,E,D,Ab,C,F,x
Bb9b5 1,0,1,0,2,3,0,1;3;b5;b7;9,Fb,Bb,D,Ab,C,Fb
Bb9b5 2,2,1,3,1,1,4,1;3;b5;b7;9,Bb,D,Ab,C,Fb,Bb
Bb9b5 3,x,x,1,2,3,1,1;3;b5;b7;9,Bb,Fb,Ab,C,x,x
Bbaug 1,x,3,2,1,1,x,1;3;#5,D,F#,Bb,D,x,x
Bbaug 2,4,3,2,1,x,x,1;3;#5,Bb,D,F#,Bb,x,x
Bbaug 3,x,x,4,2,3,1,1;3;#5,D,F#,Bb,D,x,x
Bbdim 1,x,1,2,4,3,x,1;b3;b5,Bb,Fb,Bb,Db,x,x
Bbdim 2,x,x,4,3,1,2,1;b3;b5,Bb,Db,Fb,Bb,x,x
Bbdim 3,1,2,3,1,x,x,1;b3;b5,Bb,Fb,Bb,Db,x,x
Bbdim 4,x,x,x,2,1,3,1;b3;b5,Db,Fb,Bb,x,x,x
Bbdim7 1,2,4,1,3,x,x,1;b3;b5;bb7,Abb,Db,Fb,Bb,x,x
Bbdim7 2,x,2,3,1,4,x,1;b3;b5;bb7,Db,Abb,Bb,Fb,x,x
Bbdim7 3,x,x,1,3,2,4,1;b3;b5;bb7,Bb,Fb,Abb,Db,x,x
Bbdim7 4,x,2,3,1,4,x,1;b3;b5;bb7,Bb,Fb,Abb,Db,x,x
Bbdim7 5,3,x,1,4,2,x,1;b3;b5;bb7,Bb,Abb,Db,Fb,x,x
Bbm 1,x,1,3,4,2,1,1;b3;5,Bb,F,Bb,Db,F,x
Bbm 2,1,3,4,1,1,1,1;b3;5,Bb,F,Bb,Db,F,Bb
Bbm 3,x,x,1,3,4,2,1;b3;5,Bb,F,Bb,Db,x,x
Bbm 4,x,x,3,4,2,1,1;b3;5,F,Bb,Db,F,x,x
Bbm 5,3,1,x,x,x,x,1;b3;5,Bb,Db,x,x,x,x
Bbm 6,x,x,x,3,2,1,1;b3;5,Bb,Db,F,x,x,x
Bbm 7,x,x,x,1,1,1,1;b3;5,Db,F,Bb,x,x,x
Bbm 8,x,3,4,1,x,x,1;b3;5,F,Bb,Db,x,x,x
Bbm(maj7) 1,x,1,4,2,3,x,1;b3;5;7,Bb,F,A,Db,x,x
Bbm(maj7) 2,x,x,2,1,1,1,1;b3;5;7,A,Db,F,Bb,x,x
Bbm(maj7) 3,1,x,4,2,3,x,1;b3;5;7,Bb,A,Db,F,x,x
Bbm(maj7) 4,1,3,2,1,1,1,1;b3;5;7,Bb,F,A,Db,F,Bb
Bbm11 1,x,x,2,3,1,x,1;b3;5;b7;9;11,Ab,Db,Eb,x,x,x
Bbm11 2,x,1,1,1,2,1,1;b3;5;b7;9;11,Bb,Eb,Ab,Db,F,x
Bbm11 3,x,1,1,1,2,x,1;b3;5;b7;9;11,Bb,Eb,Ab,Db,x,x
Bbm11 4,2,x,3,4,1,x,1;b3;5;b7;9;11,Bb,Ab,Db,Eb,x,x
Bbm6 1,x,1,3,0,2,4,1;b3;5;6,Bb,F,G,Db,G,x
Bbm6 2,1,x,3,1,4,1,1;b3;5;6,Bb,Bb,Db,G,Bb,x
Bbm6 3,x,x,1,3,1,2,1;b3;5;6,Bb,F,G,Db,x,x
Bbm6 4,2,x,1,3,3,3,1;b3;5;6,Bb,G,Db,F,Bb,x
Bbm7 1,x,1,3,1,2,1,1;b3;5;b7,Bb,F,Ab,Db,F,x
Bbm7 2,1,3,1,1,4,1,1;b3;5;b7,Bb,F,Ab,Db,Ab,Bb
Bbm7 3,x,x,1,4,2,3,1;b3;5;b7,Bb,F,Ab,Db,x,x
Bbm7 4,2,x,3,3,3,x,1;b3;5;b7,Bb,Ab,Db,F,x,x
Bbm7 5,1,3,1,1,1,1,1;b3;5;b7,Bb,F,Ab,Db,F,Bb
Bbm7 6,x,x,x,2,1,1,1;b3;5;b7,F,Ab,Db,x,x,x
Bbm7 7,2,x,3,3,3,3,1;b3;5;b7,Bb,Ab,Db,F,Bb,x
Bbm7 8,2,x,3,3,x,x,1;b3;5;b7,Bb,Ab,Db,x,x,x
Bbm7 9,x,x,2,3,1,4,1;b3;5;b7,F,Bb,Db,Ab,x,x
Bbm7 10,1,x,1,1,4,x,1;b3;5;b7,Bb,Ab,Db,Ab,x,x
Bbm9 1,3,1,4,2,x,x,1;b3;5;b7;9,Bb,Db,Ab,C,x,x
Bbm9 2,1,3,1,1,1,4,1;b3;5;b7;9,Bb,F,Ab,Db,F,C
Bbm9 3,x,2,1,3,4,x,1;b3;5;b7;9,Bb,Db,Ab,C,x,x
Bbm9 4,x,x,2,4,1,3,1;b3;5;b7;9,F,C,Db,Ab,x,x
Bbm9 5,1,x,1,1,1,4,1;b3;5;b7;9,Bb,Ab,Db,F,C,x
Bbmaj 1,x,1,3,3,3,x,1;3;5,Bb,F,Bb,D,x,x
Bbmaj 2,1,3,4,2,1,1,1;3;5,Bb,F,Bb,D,F,Bb
Bbmaj 3,x,4,3,1,2,1,1;3;5,Bb,D,F,Bb,D,x
Bbmaj 4,4,3,1,1,1,x,1;3;5,Bb,D,F,Bb,D,x
Bbmaj 5,2,1,x,x,x,x,1;3;5,Bb,D,x,x,x,x
Bbmaj 6,x,x,x,x,1,4,1;3;5,D,Bb,x,x,x,x
Bbmaj 7,x,x,x,x,1,1,1;3;5,F,Bb,x,x,x,x
Bbmaj 8,x,1,4,x,x,x,1;3;5,D,Bb,x,x,x,x
Bbmaj 9,x,1,3,3,3,1,1;3;5,Bb,F,Bb,D,F,x
Bbmaj 10,x,x,0,3,4,1,1;3;5,D,Bb,D,F,x,x
Bbmaj 11,x,x,3,2,1,1,1;3;5,Bb,D,F,Bb,x,x
Bbmaj 12,x,3,x,2,1,1,1;3;5,F,D,F,Bb,x,x
Bbmaj 13,x,3,4,2,1,1,1;3;5,F,Bb,D,F,Bb,x
Bbmaj 14,x,x,1,1,1,x,1;3;5,F,Bb,D,x,x,x
Bbmaj 15,x,3,1,1,1,x,1;3;5,D,F,Bb,D,x,x
Bbmaj 16,x,x,1,1,1,4,1;3;5,F,Bb,D,Bb,x,x
Bbmaj 17,x,x,2,1,x,x,1;3;5,Bb,D,x,x,x,x
Bbmaj13 1,2,1,1,1,3,1,1;3;5;7;9;11;13,Bb,D,G,C,F,A
Bbmaj13 2,3,x,4,2,1,1,1;3;5;7;9;11;13,Bb,A,C,D,G,x
Bbmaj7 1,x,1,3,2,4,1,1;3;5;7,Bb,F,A,D,F,x
Bbmaj7 2,1,4,2,3,1,x,1;3;5;7,Bb,F,A,D,F,x
Bbmaj7 3,x,4,3,1,1,1,1;3;5;7,Bb,D,F,A,D,x
Bbmaj7 4,x,x,1,3,3,3,1;3;5;7,Bb,F,A,D,x,x
Bbmaj7 5,x,1,3,2,4,x,1;3;5;7,Bb,F,A,D,x,x
Bbmaj7 6,1,x,3,4,x,x,1;3;5;7,Bb,A,D,x,x,x
Bbmaj7 7,1,x,3,4,2,x,1;3;5;7,Bb,A,D,F,x,x
Bbmaj7 8,x,x,4,3,2,1,1;3;5;7,Bb,D,F,A,x,x
Bbmaj7 9,x,x,1,1,1,4,1;3;5;7,F,Bb,D,A,x,x
Bbmaj7 10,x,2,4,1,3,x,1;3;5;7,D,A,Bb,F,x,x
Bbmaj7 11,1,1,3,2,4,1,1;3;5;7,F,Bb,F,A,D,F
Bbmaj7 12,2,x,3,4,2,1,1;3;5;7,Bb,A,D,F,A,x
Bbmaj7 13,x,1,4,2,x,x,1;3;5;7,Bb,F,A,x,x,x
Bbmaj7 14,x,1,0,2,4,1,1;3;5;7,Bb,D,A,D,F,x
Bbmaj9 1,x,1,0,4,2,3,1;3;5;7;9,Bb,D,A,C,F,x
Bbmaj9 2,2,1,4,1,x,x,1;3;5;7;9,Bb,D,A,C,x,x
Bbmaj9 3,x,x,4,1,2,1,1;3;5;7;9,Bb,C,F,A,x,x
Bbmaj9 4,x,1,4,1,2,1,1;3;5;7;9,D,Bb,C,F,A,x
Bbmaj9 5,x,x,1,3,4,1,1;3;5;7;9,Bb,F,A,C,x,x
Bbmaj9 6,x,1,3,2,1,x,1;3;5;7;9,Bb,F,A,C,x,x
Bbsus2 1,x,1,3,4,1,1,1;2;5,Bb,F,Bb,C,F,x
Bbsus4 1,x,1,2,3,4,1,1;4;5,Bb,F,Bb,Eb,F,x
Bbsus4 2,x,x,1,1,2,4,1;4;5,F,Bb,Eb,Bb,x,x
Bbsus4 3,1,1,3,4,1,1,1;4;5,Bb,Eb,Bb,Eb,F,Bb
Bbsus4 4,x,1,3,3,4,x,1;4;5,Bb,F,Bb,Eb,x,x
C5 1,x,1,3,x,x,x,1;5,C,G,x,x,x,x
C5 2,1,3,x,x,x,x,1;5,C,G,x,x,x,x
C5 3,x,1,3,4,x,x,1;5,C,G,C,x,x,x
C5 4,1,3,4,x,x,x,1;5,C,G,C,x,x,x
C5 5,1,1,3,x,x,x,1;5,G,C,G,x,x,x
C5 6,x,x,2,3,x,x,1;5,G,C,x,x,x,x
C5 7,x,x,1,3,4,x,1;5,C,G,C,x,x,x
C6 1,x,4,2,3,1,0,1;3;5;6,C,E,A,C,E,x
C6 2,x,1,3,3,3,3,1;3;5;6,C,G,C,E,A,x
C6 3,1,x,3,2,4,1,1;3;5;6,C,C,E,A,C,x
C6 4,2,x,1,4,3,x,1;3;5;6,C,A,E,G,x,x
C6 5,x,x,3,2,4,1,1;3;5;6,C,E,A,C,x,x
C6 6,x,x,x,1,1,1,1;3;5;6,C,E,A,x,x,x
C6 7,2,x,1,4,x,x,1;3;5;6,C,A,E,x,x,x
C6 8,x,4,2,3,1,x,1;3;5;6,C,E,A,C,x,x
C6 9,x,2,1,1,x,x,1;3;5;6,C,E,A,x,x,x
C6 10,x,x,1,1,1,1,1;3;5;6,G,C,E,A,x,x
C7 1,x,3,2,4,1,0,1;3;5;b7,C,E,Bb,C,E,x
C7 2,x,1,3,1,4,1,1;3;5;b7,C,G,Bb,E,G,x
C7 3,1,3,1,2,4,1,1;3;5;b7,C,G,Bb,E,Bb,C
C7 4,x,x,1,1,1,3,1;3;5;b7,G,C,E,Bb,x,x
C7 5,x,2,1,3,x,x,1;3;5;b7,C,E,Bb,x,x,x
C7 6,x,x,3,2,4,1,1;3;5;b7,C,E,Bb,C,x,x
C7 7,1,3,1,2,1,1,1;3;5;b7,C,G,Bb,E,G,C
C7 8,1,x,2,4,3,x,1;3;5;b7,C,Bb,E,G,x,x
C7 9,x,x,1,3,2,4,1;3;5;b7,C,G,Bb,E,x,x
C7 10,x,x,3,4,2,1,1;3;5;b7,E,Bb,C,E,x,x
C7 11,x,2,1,3,x,4,1;3;5;b7,C,E,Bb,G,x,x
C7 12,2,x,1,3,x,x,1;3;5;b7,G,E,Bb,x,x,x
C7 13,4,3,1,1,1,2,1;3;5;b7,C,E,G,C,E,Bb
C7 14,x,3,2,4,1,x,1;3;5;b7,C,E,Bb,C,x,x
C7 15,x,x,3,1,4,1,1;3;5;b7,G,Bb,E,G,x,x
C7 16,x,x,2,3,1,4,1;3;5;b7,E,Bb,C,G,x,x
C7 17,x,3,2,4,1,x,1;3;5;b7,C,E,Bb,C,x,x
C9 1,x,2,1,3,4,x,1;3;5;b7;9,C,E,Bb,D,x,x
C9 2,x,1,3,2,4,x,1;3;5;b7;9,E,Bb,D,G,x,x
C9 3,x,x,2,1,3,4,1;3;5;b7;9,Bb,D,G,C,x,x
C9 4,x,2,1,3,3,3,1;3;5;b7;9,C,E,Bb,D,G,x
C9 5,x,2,1,3,3,3,1;3;5;b7;9,C,E,Bb,D,G,x
C9 6,x,x,1,3,2,1,1;3;5;b7;9,C,G,Bb,D,x,x
C9 7,2,x,1,3,3,3,1;3;5;b7;9,G,E,Bb,D,G,x
C9 8,2,1,3,1,4,x,1;3;5;b7;9,C,E,Bb,D,G,x
C9 9,x,x,2,1,4,3,1;3;5;b7;9,C,E,Bb,D,x,x
C11 1,x,1,1,1,1,1,1;3;5;b7;9;11,C,F,Bb,D,G,x
C11 2,3,x,4,2,1,1,1;3;5;b7;9;11,C,Bb,D,F,Bb,x
C11 3,x,x,1,1,2,1,1;3;5;b7;9;11,C,F,Bb,D,x,x
C13 1,x,2,1,3,3,4,1;3;5;b7;9;11;13,C,E,Bb,D,A,x
C13 2,3,x,4,2,1,1,1;3;5;b7;9;11;13,C,Bb,D,E,A,x
C13 3,1,x,1,2,3,4,1;3;5;b7;9;11;13,C,Bb,E,A,D,x
C13 4,1,x,2,3,4,x,1;3;5;b7;9;11;13,C,Bb,E,A,x,x
C13 5,1,3,1,2,4,1,1;3;5;b7;9;11;13,C,G,Bb,E,A,C
C13 6,x,x,1,2,2,4,1;3;5;b7;9;11;13,E,Bb,D,A,x,x
C13 7,x,1,x,1,1,4,1;3;5;b7;9;11;13,C,Bb,D,A,x,x
C13 8,1,x,1,2,3,1,1;3;5;b7;9;11;13,C,Bb,E,A,C,x
C43991 1,x,2,1,1,3,4,1;3;5;6;9,C,E,A,D,G,x
C43991 2,2,1,1,1,3,4,1;3;5;6;9,C,E,A,D,G,C
C43991 3,x,x,2,1,3,4,1;3;5;6;9,C,E,A,D,x,x
C43991 4,x,2,1,1,3,x,1;3;5;6;9,C,E,A,D,x,x
C13(b9) 1,x,x,1,2,4,3,1;3;5;b7;b9;11;13,Bb,E,A,Db,x,x
C7(#11) 1,2,x,3,4,1,x,1;3;5;b7;#11,C,Bb,E,F#,x,x
C7(#11) 2,x,1,3,1,x,x,1;3;5;b7;#11,C,F#,Bb,x,x,x
C7(#11) 3,x,x,x,1,3,2,1;3;5;b7;#11,C,F#,Bb,x,x,x
C7(#5) 1,x,1,2,1,1,x,1;3;#5;b7,Bb,E,G#,C,x,x
C7(#5) 2,x,1,4,1,3,2,1;3;#5;b7,C,G#,Bb,E,G#,x
C7(#5) 3,1,x,1,2,3,1,1;3;#5;b7,C,Bb,E,G#,C,x
C7(#5) 4,1,x,2,3,4,x,1;3;#5;b7,C,Bb,E,G#,x,x
C7(#9) 1,x,2,1,3,4,x,1;3;5;b7;#9,C,E,Bb,D#,x,x
C7(#9) 2,2,1,3,3,3,x,1;3;5;b7;#9,C,E,Bb,D#,G,x
C7(#9) 3,1,3,1,2,1,4,1;3;5;b7;#9,C,G,Bb,E,G,D#
C7(b9) 1,x,2,1,3,1,x,1;3;5;b7;b9,C,E,Bb,Db,x,x
C7(b9) 2,3,2,4,1,x,x,1;3;5;b7;b9,C,E,Bb,Db,x,x
C7(b9) 3,1,x,1,2,1,3,1;3;5;b7;b9,C,Bb,E,G,Db,x
C7(b9) 4,x,2,1,3,1,4,1;3;5;b7;b9,C,E,Bb,Db,G,x
C7(b9) 5,3,x,1,4,2,x,1;3;5;b7;b9,G,E,Bb,Db,x,x
C7b5 1,x,1,2,1,3,x,1;3;b5;b7,C,Gb,Bb,E,x,x
C7b5 2,x,x,2,4,1,3,1;3;b5;b7,Bb,E,Gb,C,x,x
C7b5 3,1,3,2,4,x,x,1;3;b5;b7,C,Gb,Bb,E,x,x
C7sus4 1,x,2,3,4,1,x,1;4;5;b7,C,F,Bb,C,x,x
C7sus4 2,x,1,3,1,4,1,1;4;5;b7,C,G,Bb,F,G,x
C7sus4 3,1,3,1,4,1,1,1;4;5;b7,C,G,Bb,F,G,C
C9(#5) 1,x,x,1,2,3,4,1;3;#5;b7;9,Bb,E,G#,D,x,x
C9b5 1,1,2,1,3,4,1,1;3;b5;b7;9,Gb,C,E,Bb,D,Gb
C9b5 2,2,1,3,1,1,4,1;3;b5;b7;9,C,E,Bb,D,Gb,C
C9b5 3,x,x,1,2,3,1,1;3;b5;b7;9,C,Gb,Bb,D,x,x
Cadd9 1,x,2,1,0,3,4,1;3;5;9,C,E,G,D,G,x
Cadd9 2,x,2,1,0,3,0,1;3;5;9,C,E,G,D,E,x
Cadd9 3,x,x,3,2,1,4,1;3;5;9,C,E,G,D,x,x
Cadd9 4,x,1,0,0,2,0,1;3;5;9,C,D,G,D,E,x
Cadd9 5,x,3,0,0,1,0,1;3;5;9,C,D,G,C,E,x
Caug 1,x,3,2,1,1,x,1;3;#5,C,E,G#,C,x,x
Caug 2,4,3,2,1,x,x,1;3;#5,G#,C,E,G#,x,x
Caug 3,x,x,4,2,3,1,1;3;#5,C,E,G#,C,x,x
Cdim 1,x,1,2,3,4,x,1;b3;b5,C,Gb,C,Eb,x,x
Cdim 2,x,x,4,3,1,2,1;b3;b5,C,Eb,Gb,C,x,x
Cdim 3,1,2,4,3,x,x,1;b3;b5,C,Gb,C,Eb,x,x
Cdim7 1,2,4,1,3,x,x,1;b3;b5;bb7,Gb,C,Eb,Bbb,x,x
Cdim7 2,x,2,3,1,4,x,1;b3;b5;bb7,Eb,Bbb,C,Gb,x,x
Cdim7 3,x,x,1,3,2,4,1;b3;b5;bb7,C,Gb,Bbb,Eb,x,x
Cdim7 4,x,2,3,1,4,x,1;b3;b5;bb7,C,Gb,Bbb,Eb,x,x
Cdim7 5,x,x,1,3,2,4,1;b3;b5;bb7,Eb,Bbb,C,Gb,x,x
Cdim7 6,x,x,x,2,1,3,1;b3;b5;bb7,Gb,Bbb,Eb,x,x,x
Cdim7 7,3,x,1,4,2,x,1;b3;b5;bb7,Gb,Eb,Bbb,C,x,x
Cdim7 8,3,x,1,4,2,x,1;b3;b5;bb7,Bbb,Gb,C,Eb,x,x
Cdim7 9,3,x,1,4,2,x,1;b3;b5;bb7,C,Bbb,Eb,Gb,x,x
Cdim7 10,x,x,1,3,2,4,1;b3;b5;bb7,Gb,C,Eb,Bbb,x,x
Cdim7 11,x,x,1,3,2,4,1;b3;b5;bb7,Bbb,Eb,Gb,C,x,x
Cdim7 12,x,2,3,1,4,x,1;b3;b5;bb7,Gb,C,Eb,Bbb,x,x
Cdim7 13,x,2,3,1,4,x,1;b3;b5;bb7,Bbb,Eb,Gb,C,x,x
Cdim7 14,3,x,1,4,2,x,1;b3;b5;bb7,Eb,C,Gb,Bbb,x,x
Cdim7 15,x,3,1,2,x,x,1;b3;b5;bb7,C,Eb,Bbb,x,x,x
Cdim7 16,2,x,1,3,x,x,1;b3;b5;bb7,C,Bbb,Eb,x,x,x
Cm 1,x,4,1,0,2,x,1;b3;5,C,Eb,G,C,x,x
Cm 2,x,1,3,4,2,1,1;b3;5,C,G,C,Eb,G,x
Cm 3,1,3,4,1,1,1,1;b3;5,C,G,C,Eb,G,C
Cm 4,x,1,3,4,2,x,1;b3;5,C,G,C,Eb,x,x
Cm 5,x,x,3,4,2,1,1;b3;5,G,C,Eb,G,x,x
Cm 6,x,x,x,3,2,1,1;b3;5,C,Eb,G,x,x,x
Cm 7,x,1,x,0,2,x,1;b3;5,C,G,Eb,x,x,x
Cm 8,x,1,x,3,2,1,1;b3;5,C,C,Eb,G,x,x
Cm 9,4,2,1,1,x,x,1;b3;5,C,Eb,G,C,x,x
Cm 10,x,x,1,3,4,2,1;b3;5,C,G,C,Eb,x,x
Cm 11,x,4,2,1,3,x,1;b3;5,C,Eb,G,C,x,x
Cm 12,x,x,x,1,1,1,1;b3;5,Eb,G,C,x,x,x
Cm 13,x,x,3,1,1,1,1;b3;5,C,Eb,G,C,x,x
Cm 14,x,x,3,1,1,x,1;b3;5,C,Eb,G,x,x,x
Cm 15,x,3,4,1,x,x,1;b3;5,G,C,Eb,x,x,x
Cm 16,2,1,1,x,x,x,1;b3;5,Eb,G,C,x,x,x
Cm 17,x,x,3,4,2,x,1;b3;5,G,C,Eb,x,x,x
Cm 18,x,2,1,1,x,x,1;b3;5,Eb,G,C,x,x,x
Cm 19,4,2,1,x,x,x,1;b3;5,C,Eb,G,x,x,x
Cm(maj7) 1,1,x,4,2,3,x,1;b3;5;7,C,B,Eb,G,x,x
Cm(maj7) 2,x,1,3,2,2,x,1;b3;5;7,C,G,B,Eb,x,x
Cm(maj7) 3,x,1,4,2,3,1,1;b3;5;7,C,G,B,Eb,G,x
Cm11 1,2,x,3,4,1,x,1;b3;5;b7;9;11,C,Bb,Eb,F,x,x
Cm11 2,x,2,1,3,4,1,1;b3;5;b7;9;11,C,Eb,Bb,D,F,x
Cm11 3,2,x,3,4,1,1,1;b3;5;b7;9;11,C,Bb,Eb,F,Bb,x
Cm11 4,x,2,1,3,4,1,1;b3;5;b7;9;11,C,Eb,Bb,Eb,F,x
Cm11 5,x,1,1,1,2,1,1;b3;5;b7;9;11,C,F,Bb,Eb,G,x
Cm11 6,x,1,1,1,1,1,1;b3;5;b7;9;11,C,F,Bb,D,G,x
Cm11 7,x,x,3,4,1,x,1;b3;5;b7;9;11,Bb,Eb,F,x,x,x
Cm11 8,x,x,1,3,1,1,1;b3;5;b7;9;11,Eb,Bb,C,F,x,x
Cm13 1,2,x,3,3,4,x,1;b3;5;b7;9;11;13,C,Bb,Eb,A,x,x
Cm13 2,x,x,1,2,2,4,1;b3;5;b7;9;11;13,Eb,Bb,D,A,x,x
Cm6 1,x,3,1,2,1,x,1;b3;5;6,C,Eb,A,C,x,x
Cm6 2,x,1,x,3,2,4,1;b3;5;6,C,C,Eb,A,x,x
Cm6 3,1,x,3,1,4,1,1;b3;5;6,C,C,Eb,A,C,x
Cm6 4,2,x,1,3,4,x,1;b3;5;6,C,A,Eb,G,x,x
Cm6/9 1,x,x,1,2,2,4,1;b3;5;6;9,A,Eb,G,D,x,x
Cm7 1,x,3,1,4,1,x,1;b3;5;b7,C,Eb,Bb,C,x,x
Cm7 2,x,1,3,1,2,1,1;b3;5;b7,C,G,Bb,Eb,G,x
Cm7 3,1,3,1,1,4,1,1;b3;5;b7,C,G,Bb,Eb,Bb,C
Cm7 4,2,x,3,3,3,x,1;b3;5;b7,C,Bb,Eb,G,x,x
Cm7 5,x,1,x,2,3,x,1;b3;5;b7,C,Bb,Eb,x,x,x
Cm7 6,1,3,1,1,1,1,1;b3;5;b7,C,G,Bb,Eb,G,C
Cm7 7,2,x,x,3,4,1,1;b3;5;b7,C,Eb,G,Bb,x,x
Cm7 8,x,x,1,3,2,2,1;b3;5;b7,C,G,Bb,Eb,x,x
Cm7 9,x,2,1,3,4,x,1;b3;5;b7,C,Eb,Bb,Eb,x,x
Cm7 10,x,2,1,3,4,x,1;b3;5;b7,C,Eb,Bb,Eb,x,x
Cm7b5 1,x,1,3,2,4,x,1;b3;b5;b7,C,Gb,Bb,Eb,x,x
Cm7b5 2,2,x,3,4,1,x,1;b3;b5;b7,C,Bb,Eb,Gb,x,x
Cm7b5 3,1,2,1,1,x,x,1;b3;b5;b7,C,Gb,Bb,Eb,x,x
