Root,Type,Type 2,E,A,D,G,B,E-2,Structure,Note1,Note2,Note3,Note4,Note5,Note6
Ab,m9,,1,3,1,1,1,4,1;b3;5;b7;9,Ab,Eb,Gb,Cb,Eb,Bb
Ab,m9,,x,x,2,1,4,3,1;b3;5;b7;9,Ab,Cb,Gb,Bb,,
Ab,m9,,x,2,1,3,4,x,1;b3;5;b7;9,Ab,Cb,Gb,Bb,,
Ab,sus4,,x,x,1,1,2,4,1;4;5,Eb,Ab,Db,Ab,,
Ab,sus4,,1,1,3,4,1,1,1;4;5,Ab,Db,Ab,Db,Eb,Ab
Ab,sus4,,x,x,1,2,3,4,1;4;5,Ab,Eb,Ab,Db,,
Ab,sus4,,1,x,3,3,x,x,1;4;5,Ab,Ab,Db,,,
Ab,9-Jun,,2,1,1,1,3,4,1;3;5;6;9,Ab,C,F,Bb,Eb,Ab
Ab,9-Jun,,x,x,2,1,3,4,1;3;5;6;9,Ab,C,F,Bb,,
Ab,9-Jun,,x,2,1,1,3,4,1;3;5;6;9,Ab,C,F,Bb,Eb,
Bb,13,,x,1,0,2,3,4,1;3;5;b7;9;11;13,Bb,D,Ab,C,G,
Bb,13,,4,x,3,2,1,1,1;3;5;b7;9;11;13,Bb,Ab,C,D,G,
Bb,13,,1,x,1,2,3,4,1;3;5;b7;9;11;13,Bb,Ab,D,G,C,
Bb,13,,1,x,2,3,4,x,1;3;5;b7;9;11;13,Bb,Ab,D,G,,
Bb,13,,x,1,2,1,4,4,1;3;5;b7;9;11;13,D,Ab,C,G,C,
Bb,13,,x,1,1,1,2,1,1;3;5;b7;9;11;13,G,C,F,Bb,D,
Bb,13,,x,x,1,2,3,1,1;3;5;b7;9;11;13,Ab,D,G,Bb,,
Bb,13,,1,x,1,2,3,1,1;3;5;b7;9;11;13,Bb,Ab,D,G,Bb,
Bb,6(#11),,x,1,3,0,4,0,1;3;5;6;#11,Bb,F,G,D,E,
Bb,7(#9),,x,1,0,2,4,3,1;3;5;b7;#9,Bb,D,Ab,C#,F,
Bb,7(#9),,2,1,3,3,3,x,1;3;5;b7;#9,Bb,D,Ab,C#,F,
Bb,7(#9),,1,3,1,2,1,4,1;3;5;b7;#9,Bb,F,Ab,D,F,C#
Bb,9,,x,2,0,3,4,x,1;3;5;b7;9,Bb,D,Ab,C,,
Bb,9,,x,1,3,2,4,x,1;3;5;b7;9,D,Ab,C,F,,
Bb,9,,1,x,1,2,1,4,1;3;5;b7;9,Bb,Ab,D,F,C,
Bb,9,,x,2,1,3,3,3,1;3;5;b7;9,Bb,D,Ab,C,F,
Bb,9,,x,x,1,2,1,4,1;3;5;b7;9,Ab,D,F,C,,
Bb,9,,x,x,1,3,3,3,1;3;5;b7;9,D,Ab,C,F,,
Bb,9,,x,1,3,2,4,4,1;3;5;b7;9,D,Ab,C,F,Bb,
Bb,9,,x,x,3,2,1,4,1;3;5;b7;9,Ab,C,D,Bb,,
Bb,9,,x,2,1,3,4,x,1;3;5;b7;9,Bb,D,Ab,C,,
Bb,9,,2,1,3,1,x,x,1;3;5;b7;9,Bb,D,Ab,C,,
Bb,9,,x,1,3,2,x,x,1;3;5;b7;9,D,Ab,C,,,
Bb,9,,x,x,2,1,3,x,1;3;5;b7;9,Ab,C,F,,,
Bb,9,,x,x,0,1,1,1,1;3;5;b7;9,D,Ab,C,F,,
Bb,9,,x,2,0,3,3,3,1;3;5;b7;9,Bb,D,Ab,C,F,
Bb,9b5,,0,1,0,2,3,0,1;3;b5;b7;9,Fb,Bb,D,Ab,C,Fb
Bb,9b5,,2,1,3,1,1,4,1;3;b5;b7;9,Bb,D,Ab,C,Fb,Bb
Bb,9b5,,x,x,1,2,3,1,1;3;b5;b7;9,Bb,Fb,Ab,C,,
Bb,maj13,,2,1,1,1,3,1,1;3;5;7;9;11;13,Bb,D,G,C,F,A
Bb,maj13,,3,x,4,2,1,1,1;3;5;7;9;11;13,Bb,A,C,D,G,
Bb,7,,x,1,3,1,4,1,1;3;5;b7,Bb,F,Ab,D,F,
Bb,7,,1,3,1,2,4,1,1;3;5;b7,Bb,F,Ab,D,Ab,Bb
Bb,7,,x,x,1,3,2,4,1;3;5;b7,Bb,F,Ab,D,,
Bb,7,,1,3,1,2,1,1,1;3;5;b7,Bb,F,Ab,D,F,Bb
Bb,7,,x,x,1,3,2,x,1;3;5;b7,Ab,D,F,,,
Bb,7,,x,x,1,1,1,3,1;3;5;b7,F,Bb,D,Ab,,
Bb,7,,1,x,2,3,x,x,1;3;5;b7,Bb,Ab,D,,,
Bb,7,,x,2,0,3,x,x,1;3;5;b7,Bb,D,Ab,,,
Bb,7,,x,x,x,3,2,1,1;3;5;b7,D,F,Ab,,,
Bb,7,,x,x,x,1,4,x,1;3;5;b7,D,Ab,,,,
Bb,7,,x,x,x,2,1,3,1;3;5;b7,F,Ab,D,,,
Bb,7,,1,x,2,4,3,x,1;3;5;b7,Bb,Ab,D,F,,
Bb,7,,x,x,1,2,1,1,1;3;5;b7,Ab,D,F,Bb,,
Bb,7,,x,2,1,3,x,x,1;3;5;b7,Bb,D,Ab,,,
Bb,7,,x,x,x,1,1,2,1;3;5;b7,Bb,D,Ab,,,
Bb,7,,x,x,x,2,4,1,1;3;5;b7,D,Ab,Bb,,,
Bb,dim7,,2,4,1,3,x,x,1;b3;b5;bb7,Abb,Db,Fb,Bb,,
Bb,dim7,,x,2,3,1,4,x,1;b3;b5;bb7,Db,Abb,Bb,Fb,,
Bb,dim7,,x,x,1,3,2,4,1;b3;b5;bb7,Bb,Fb,Abb,Db,,
Bb,dim7,,x,2,3,1,4,x,1;b3;b5;bb7,Bb,Fb,Abb,Db,,
Bb,dim7,,3,x,1,4,2,x,1;b3;b5;bb7,Bb,Abb,Db,Fb,,
Bb,aug,,x,3,2,1,1,x,1;3;#5,D,F#,Bb,D,,
Bb,aug,,4,3,2,1,x,x,1;3;#5,Bb,D,F#,Bb,,
Bb,aug,,x,x,4,2,3,1,1;3;#5,D,F#,Bb,D,,
Bb,maj,,x,1,3,3,3,x,1;3;5,Bb,F,Bb,D,,
Bb,maj,,1,3,4,2,1,1,1;3;5,Bb,F,Bb,D,F,Bb
Bb,maj,,x,4,3,1,2,1,1;3;5,Bb,D,F,Bb,D,
Bb,maj,,4,3,1,1,1,x,1;3;5,Bb,D,F,Bb,D,
Bb,maj,,2,1,x,x,x,x,1;3;5,Bb,D,,,,
Bb,maj,,x,x,x,x,1,4,1;3;5,D,Bb,,,,
Bb,maj,,x,x,x,x,1,1,1;3;5,F,Bb,,,,
Bb,maj,,x,1,4,x,x,x,1;3;5,D,Bb,,,,
Bb,maj,,x,1,3,3,3,1,1;3;5,Bb,F,Bb,D,F,
Bb,maj,,x,x,0,3,4,1,1;3;5,D,Bb,D,F,,
Bb,maj,,x,x,3,2,1,1,1;3;5,Bb,D,F,Bb,,
Bb,maj,,x,3,x,2,1,1,1;3;5,F,D,F,Bb,,
Bb,maj,,x,3,4,2,1,1,1;3;5,F,Bb,D,F,Bb,
Bb,maj,,x,x,1,1,1,x,1;3;5,F,Bb,D,,,
Bb,maj,,x,3,1,1,1,x,1;3;5,D,F,Bb,D,,
Bb,maj,,x,x,1,1,1,4,1;3;5,F,Bb,D,Bb,,
Bb,maj,,x,x,2,1,x,x,1;3;5,Bb,D,,,,
Bb,11,,x,1,1,1,1,1,1;3;5;b7;9;11,Bb,Eb,Ab,C,F,
Bb,11,,3,x,4,2,1,1,1;3;5;b7;9;11,Bb,Ab,C,Eb,Ab,
Bb,11,,x,x,1,1,2,1,1;3;5;b7;9;11,Bb,Eb,Ab,C,,
Bb,maj9,,x,1,0,4,2,3,1;3;5;7;9,Bb,D,A,C,F,
Bb,maj9,,2,1,4,1,x,x,1;3;5;7;9,Bb,D,A,C,,
Bb,maj9,,x,x,4,1,2,1,1;3;5;7;9,Bb,C,F,A,,
Bb,maj9,,x,1,4,1,2,1,1;3;5;7;9,D,Bb,C,F,A,
Bb,maj9,,x,x,1,3,4,1,1;3;5;7;9,Bb,F,A,C,,
Bb,maj9,,x,1,3,2,1,x,1;3;5;7;9,Bb,F,A,C,,
Bb,sus2,,x,1,3,4,1,1,1;2;5,Bb,F,Bb,C,F,
Bb,m11,,x,x,2,3,1,x,1;b3;5;b7;9;11,Ab,Db,Eb,,,
Bb,m11,,x,1,1,1,2,1,1;b3;5;b7;9;11,Bb,Eb,Ab,Db,F,
Bb,m11,,x,1,1,1,2,x,1;b3;5;b7;9;11,Bb,Eb,Ab,Db,,
Bb,m11,,2,x,3,4,1,x,1;b3;5;b7;9;11,Bb,Ab,Db,Eb,,
Bb,m,,x,1,3,4,2,1,1;b3;5,Bb,F,Bb,Db,F,
Bb,m,,1,3,4,1,1,1,1;b3;5,Bb,F,Bb,Db,F,Bb
Bb,m,,x,x,1,3,4,2,1;b3;5,Bb,F,Bb,Db,,
Bb,m,,x,x,3,4,2,1,1;b3;5,F,Bb,Db,F,,
Bb,m,,3,1,x,x,x,x,1;b3;5,Bb,Db,,,,
Bb,m,,x,x,x,3,2,1,1;b3;5,Bb,Db,F,,,
Bb,m,,x,x,x,1,1,1,1;b3;5,Db,F,Bb,,,
Bb,m,,x,3,4,1,x,x,1;b3;5,F,Bb,Db,,,
Bb,7b5,,x,1,2,1,3,x,1;3;b5;b7,Bb,Fb,Ab,D,,
Bb,7b5,,x,x,2,4,1,3,1;3;b5;b7,Ab,D,Fb,Bb,,
Bb,7b5,,x,x,1,2,3,4,1;3;b5;b7,Bb,Fb,Ab,D,,
Bb,9(#11),,x,1,2,1,1,x,1;3;5;b7;9;#11,D,Ab,C,E,,
Bb,9(#11),,2,x,3,4,1,x,1;3;5;b7;9;#11,Bb,Ab,D,E,,
Bb,9(#11),,0,x,0,1,1,1,1;3;5;b7;9;#11,E,D,Ab,C,F,
Bb,m7,,x,1,3,1,2,1,1;b3;5;b7,Bb,F,Ab,Db,F,
Bb,m7,,1,3,1,1,4,1,1;b3;5;b7,Bb,F,Ab,Db,Ab,Bb
Bb,m7,,x,x,1,4,2,3,1;b3;5;b7,Bb,F,Ab,Db,,
Bb,m7,,2,x,3,3,3,x,1;b3;5;b7,Bb,Ab,Db,F,,
Bb,m7,,1,3,1,1,1,1,1;b3;5;b7,Bb,F,Ab,Db,F,Bb
Bb,m7,,x,x,x,2,1,1,1;b3;5;b7,F,Ab,Db,,,
Bb,m7,,2,x,3,3,3,3,1;b3;5;b7,Bb,Ab,Db,F,Bb,
Bb,m7,,2,x,3,3,x,x,1;b3;5;b7,Bb,Ab,Db,,,
Bb,m7,,x,x,2,3,1,4,1;b3;5;b7,F,Bb,Db,Ab,,
Bb,m7,,1,x,1,1,4,x,1;b3;5;b7,Bb,Ab,Db,Ab,,
Bb,m(maj7),,x,1,4,2,3,x,1;b3;5;7,Bb,F,A,Db,,
Bb,m(maj7),,x,x,2,1,1,1,1;b3;5;7,A,Db,F,Bb,,
Bb,m(maj7),,1,x,4,2,3,x,1;b3;5;7,Bb,A,Db,F,,
Bb,m(maj7),,1,3,2,1,1,1,1;b3;5;7,Bb,F,A,Db,F,Bb
Bb,dim,,x,1,2,4,3,x,1;b3;b5,Bb,Fb,Bb,Db,,
Bb,dim,,x,x,4,3,1,2,1;b3;b5,Bb,Db,Fb,Bb,,
Bb,dim,,1,2,3,1,x,x,1;b3;b5,Bb,Fb,Bb,Db,,
Bb,dim,,x,x,x,2,1,3,1;b3;b5,Db,Fb,Bb,,,
Bb,6,,x,1,3,3,3,3,1;3;5;6,Bb,F,Bb,D,G,
Bb,6,,1,x,3,2,4,1,1;3;5;6,Bb,Bb,D,G,Bb,
Bb,6,,x,x,1,3,1,4,1;3;5;6,Bb,F,G,D,,
Bb,6,,3,1,2,0,x,x,1;3;5;6,Bb,D,G,G,,
Bb,6,,x,1,x,0,3,4,1;3;5;6,Bb,G,D,G,,
Bb,6,,x,1,x,0,4,x,1;3;5;6,Bb,G,D,,,
Bb,6,,2,x,1,4,3,x,1;3;5;6,Bb,G,D,F,,
Bb,6,,x,x,3,3,3,3,1;3;5;6,F,Bb,D,G,,
Bb,6,,x,1,3,0,4,x,1;3;5;6,Bb,F,G,D,,
Bb,6,,2,1,0,0,3,4,1;3;5;6,Bb,D,D,G,F,Bb
Bb,6,,2,x,1,3,x,x,1;3;5;6,Bb,G,D,,,
Bb,6,,2,x,1,3,4,x,1;3;5;6,Bb,G,D,G,,
Bb,6,,x,x,3,2,4,1,1;3;5;6,Bb,D,G,Bb,,
Bb,6,,1,x,x,0,2,x,1;3;5;6,Bb,G,F,,,
Bb,6,,x,2,3,1,4,x,1;3;5;6,Bb,F,G,D,,
Bb,6,,x,x,1,1,1,1,1;3;5;6,F,Bb,D,G,,
Bb,6,,x,1,3,1,2,1,1;3;5;6,G,D,F,Bb,D,
Bb,6,,x,x,1,4,2,3,1;3;5;6,G,D,F,Bb,,
Bb,6,,x,1,x,x,3,4,1;3;5;6,Bb,D,G,,,
Bb,6,,x,1,3,0,x,x,1;3;5;6,Bb,F,G,,,
Bb,6,,1,x,0,0,4,x,1;3;5;6,Bb,D,G,G,,
Bb,6,,x,1,0,0,4,x,1;3;5;6,Bb,D,G,D,,
Bb,7(#5),,x,1,4,1,3,2,1;3;#5;b7,Bb,F#,Ab,D,F#,
Bb,7(#5),,1,x,1,2,3,1,1;3;#5;b7,Bb,Ab,D,F#,Bb,
Bb,7(#5),,x,1,2,1,1,x,1;3;#5;b7,Ab,D,F#,Bb,,
Bb,7(#5),,x,x,1,2,3,1,1;3;#5;b7,Ab,D,F#,Bb,,
Bb,7(#5),,1,x,2,3,4,x,1;3;#5;b7,Bb,Ab,D,F#,,
Bb,7sus4,,x,1,3,1,4,1,1;4;5;b7,Bb,F,Ab,Eb,F,
Bb,7sus4,,1,3,1,4,1,1,1;4;5;b7,Bb,F,Ab,Eb,F,Bb
Bb,7sus4,,x,x,1,3,2,4,1;4;5;b7,Bb,F,Ab,Eb,,
Bb,7sus4,,x,1,1,1,2,x,1;4;5;b7,F,Bb,Eb,Ab,,
Bb,7sus4,,1,x,2,4,x,x,1;4;5;b7,Bb,Ab,Eb,,,
Bb,maj7,,x,1,3,2,4,1,1;3;5;7,Bb,F,A,D,F,
Bb,maj7,,1,4,2,3,1,x,1;3;5;7,Bb,F,A,D,F,
Bb,maj7,,x,4,3,1,1,1,1;3;5;7,Bb,D,F,A,D,
Bb,maj7,,x,x,1,3,3,3,1;3;5;7,Bb,F,A,D,,
Bb,maj7,,x,1,3,2,4,x,1;3;5;7,Bb,F,A,D,,
Bb,maj7,,1,x,3,4,x,x,1;3;5;7,Bb,A,D,,,
Bb,maj7,,1,x,3,4,2,x,1;3;5;7,Bb,A,D,F,,
Bb,maj7,,x,x,4,3,2,1,1;3;5;7,Bb,D,F,A,,
Bb,maj7,,x,x,1,1,1,4,1;3;5;7,F,Bb,D,A,,
Bb,maj7,,x,2,4,1,3,x,1;3;5;7,D,A,Bb,F,,
Bb,maj7,,1,1,3,2,4,1,1;3;5;7,F,Bb,F,A,D,F
Bb,maj7,,2,x,3,4,2,1,1;3;5;7,Bb,A,D,F,A,
Bb,maj7,,x,1,4,2,x,x,1;3;5;7,Bb,F,A,,,
Bb,maj7,,x,1,0,2,4,1,1;3;5;7,Bb,D,A,D,F,
Bb,5,,x,1,3,x,x,x,1;5,Bb,F,,,,
Bb,5,,1,3,x,x,x,x,1;5,Bb,F,,,,
Bb,5,,1,3,4,x,x,x,1;5,Bb,F,Bb,,,
Bb,5,,x,1,1,x,x,x,1;5,F,Bb,,,,
Bb,5,,1,1,3,x,x,x,1;5,F,Bb,F,,,
Bb,5,,x,1,3,4,x,x,1;5,Bb,F,Bb,,,
Bb,5,,1,1,x,x,x,x,1;5,F,Bb,,,,
Bb,5,,x,x,x,1,4,x,1;5,Bb,F,,,,
Bb,5,,x,x,1,1,x,x,1;5,F,Bb,,,,
Bb,5,,x,x,1,3,4,x,1;5,Bb,F,Bb,,,
Bb,5,,x,x,1,4,x,x,1;5,Bb,F,,,,
Bb,m6,,x,1,3,0,2,4,1;b3;5;6,Bb,F,G,Db,G,
Bb,m6,,1,x,3,1,4,1,1;b3;5;6,Bb,Bb,Db,G,Bb,
Bb,m6,,x,x,1,3,1,2,1;b3;5;6,Bb,F,G,Db,,
Bb,m6,,2,x,1,3,3,3,1;b3;5;6,Bb,G,Db,F,Bb,
Bb,7(b9),,x,1,0,2,x,3,1;3;5;b7;b9,Bb,D,Ab,F,,
Bb,7(b9),,3,2,4,1,x,x,1;3;5;b7;b9,Bb,D,Ab,Cb,,
Bb,7(b9),,1,x,1,2,1,3,1;3;5;b7;b9,Bb,Ab,D,F,Cb,
Bb,7(b9),,x,2,3,1,4,x,1;3;5;b7;b9,D,Ab,Cb,F,,
Bb,m9,,3,1,4,2,x,x,1;b3;5;b7;9,Bb,Db,Ab,C,,
Bb,m9,,1,3,1,1,1,4,1;b3;5;b7;9,Bb,F,Ab,Db,F,C
Bb,m9,,x,2,1,3,4,x,1;b3;5;b7;9,Bb,Db,Ab,C,,
Bb,m9,,x,x,2,4,1,3,1;b3;5;b7;9,F,C,Db,Ab,,
Bb,m9,,1,x,1,1,1,4,1;b3;5;b7;9,Bb,Ab,Db,F,C,
Bb,13(b9),,x,x,1,2,4,3,1;3;5;b7;b9;11;13,Ab,D,G,Cb,,
Bb,sus4,,x,1,2,3,4,1,1;4;5,Bb,F,Bb,Eb,F,
Bb,sus4,,x,x,1,1,2,4,1;4;5,F,Bb,Eb,Bb,,
Bb,sus4,,1,1,3,4,1,1,1;4;5,Bb,Eb,Bb,Eb,F,Bb
Bb,sus4,,x,1,3,3,4,x,1;4;5,Bb,F,Bb,Eb,,
Bb,9-Jun,,x,1,0,0,2,3,1;3;5;6;9,Bb,D,G,C,F,
Bb,9-Jun,,2,1,1,1,3,4,1;3;5;6;9,Bb,D,G,C,F,Bb
Bb,9-Jun,,x,x,2,1,3,4,1;3;5;6;9,Bb,D,G,C,,
Bb,9-Jun,,2,x,1,1,3,x,1;3;5;6;9,Bb,G,C,F,,
Cb,7,,1,x,2,3,x,x,1;3;5;b7,Cb,Bbb,Eb,,,
Db,13,,x,2,1,3,3,4,1;3;5;b7;9;11;13,Db,F,Cb,Eb,Bb,
Db,13,,3,x,4,2,1,1,1;3;5;b7;9;11;13,Db,Cb,Eb,F,Bb,
Db,13,,1,x,1,2,3,4,1;3;5;b7;9;11;13,Db,Cb,F,Bb,Eb,
Db,13,,x,x,1,2,3,1,1;3;5;b7;9;11;13,Cb,F,Bb,Db,,
Db,13,,1,x,2,3,4,x,1;3;5;b7;9;11;13,Db,Cb,F,Bb,,
Db,7(#9),,x,2,1,3,4,x,1;3;5;b7;#9,Db,F,Cb,E,,
Db,7(#9),,2,1,3,3,3,x,1;3;5;b7;#9,Db,F,Cb,E,Ab,
Db,7(#9),,1,3,1,2,1,4,1;3;5;b7;#9,Db,Ab,Cb,F,Ab,E
Db,7(#9),,1,3,1,2,4,4,1;3;5;b7;#9,Db,Ab,Cb,F,Cb,E
Db,7(#9),,1,x,2,3,4,4,1;3;5;b7;#9,Db,Cb,F,Cb,E,
Db,7(#9),,x,x,2,1,3,4,1;3;5;b7;#9,Db,F,Cb,E,,
Db,9,,x,2,1,3,4,x,1;3;5;b7;9,Db,F,Cb,Eb,,
Db,9,,x,1,3,2,4,x,1;3;5;b7;9,F,Cb,Eb,Ab,,
Db,9,,x,x,2,1,3,4,1;3;5;b7;9,Cb,Eb,Ab,Db,,
Db,9,,x,2,1,3,3,3,1;3;5;b7;9,Db,F,Cb,Eb,Ab,
Db,9,,2,x,1,3,3,3,1;3;5;b7;9,Ab,F,Cb,Eb,Ab,
Db,9,,x,1,2,1,3,4,1;3;5;b7;9,F,Cb,Eb,Ab,Db,
Db,9,,x,x,x,3,1,2,1;3;5;b7;9,Eb,F,Cb,,,
Db,9,,1,x,2,3,x,4,1;3;5;b7;9,Db,Cb,F,Eb,,
Db,9,,x,x,1,2,1,4,1;3;5;b7;9,Cb,F,Ab,Eb,,
Db,9b5,,1,2,1,3,4,1,1;3;b5;b7;9,Abb,Db,F,Cb,Eb,Abb
Db,9b5,,2,1,3,1,1,4,1;3;b5;b7;9,Db,F,Cb,Eb,Abb,Db
Db,9b5,,x,x,1,2,3,1,1;3;b5;b7;9,Db,Abb,Cb,Eb,,
Db,maj13,,1,x,2,3,4,x,1;3;5;7;9;11;13,Db,C,F,Bb,,
Db,7,,x,3,2,4,1,x,1;3;5;b7,Db,F,Cb,Db,,
Db,7,,x,1,3,1,4,1,1;3;5;b7,Db,Ab,Cb,F,Ab,
Db,7,,1,3,1,2,4,1,1;3;5;b7,Db,Ab,Cb,F,Cb,Db
Db,7,,1,x,2,4,3,x,1;3;5;b7,Db,Cb,F,Ab,,
Db,7,,x,2,1,3,x,x,1;3;5;b7,Db,F,Cb,,,
Db,7,,1,x,2,3,x,x,1;3;5;b7,Db,Cb,F,,,
Db,7,,x,1,3,x,2,x,1;3;5;b7,Cb,F,Db,,,
Db,7,,x,x,3,2,4,1,1;3;5;b7,Db,F,Cb,Db,,
Db,7,,x,x,1,2,1,1,1;3;5;b7,Cb,F,Ab,Db,,
Db,7,,x,x,1,3,2,4,1;3;5;b7,Db,Ab,Cb,F,,
Db,7,,x,x,2,3,1,4,1;3;5;b7,F,Cb,Db,Ab,,
Db,7,,x,x,1,1,1,3,1;3;5;b7,Ab,Db,F,Cb,,
Db,dim7,,2,4,1,3,x,x,1;b3;b5;bb7,Abb,Db,Fb,Cbb,,
Db,dim7,,x,2,3,1,4,x,1;b3;b5;bb7,Fb,Cbb,Db,Abb,,
Db,dim7,,x,x,1,3,2,4,1;b3;b5;bb7,Db,Abb,Cbb,Fb,,
Db,dim7,,3,x,1,4,2,x,1;b3;b5;bb7,Db,Cbb,Fb,Abb,,
Db,aug,,x,3,2,1,1,x,1;3;#5,Db,F,A,Db,,
Db,aug,,4,3,2,1,x,x,1;3;#5,A,Db,F,A,,
Db,aug,,x,x,4,2,3,1,1;3;#5,Db,F,A,Db,,
Db,maj,,x,4,3,1,2,1,1;3;5,Db,F,Ab,Db,F,
Db,maj,,x,1,3,3,3,x,1;3;5,Db,Ab,Db,F,,
Db,maj,,1,3,4,2,1,1,1;3;5,Db,Ab,Db,F,Ab,Db
Db,maj,,x,1,3,3,3,1,1;3;5,Db,Ab,Db,F,Ab,
Db,maj,,x,x,x,1,3,2,1;3;5,Ab,Db,F,,,
Db,maj,,x,3,1,1,1,x,1;3;5,F,Ab,Db,F,,
Db,maj,,x,x,3,1,2,4,1;3;5,F,Ab,Db,Ab,,
Db,maj,,x,x,x,3,4,1,1;3;5,Db,F,Ab,,,
Db,maj,,x,x,3,3,3,x,1;3;5,Ab,Db,F,,,
Db,maj,,x,4,3,1,2,x,1;3;5,Db,F,Ab,Db,,
Db,maj,,2,x,1,4,x,x,1;3;5,Ab,F,Db,,,
Db,maj,,x,x,x,2,1,1,1;3;5,F,Ab,Db,,,
Db,11,,x,1,1,1,1,1,1;3;5;b7;9;11,Db,Gb,Cb,Eb,Ab,
Db,11,,4,x,3,2,1,1,1;3;5;b7;9;11,Db,Cb,Eb,Gb,Cb,
Db,11,,x,x,1,1,2,1,1;3;5;b7;9;11,Db,Gb,Cb,Eb,,
Db,maj9,,x,2,1,4,3,x,1;3;5;7;9,Db,F,C,Eb,,
Db,maj9,,2,1,3,1,x,x,1;3;5;7;9,Db,F,C,Eb,,
Db,maj9,,x,x,4,1,2,1,1;3;5;7;9,Db,Eb,Ab,C,,
Db,maj9,,x,1,x,3,2,2,1;3;5;7;9,Db,C,Eb,Ab,,
Db,m,,x,1,3,4,2,1,1;b3;5,Db,Ab,Db,Fb,Ab,
Db,m,,1,3,4,1,1,1,1;b3;5,Db,Ab,Db,Fb,Ab,Db
Db,m,,x,x,1,3,4,2,1;b3;5,Db,Ab,Db,Fb,,
Db,m,,x,x,x,1,1,1,1;b3;5,Fb,Ab,Db,,,
Db,7b5,,x,1,2,1,3,x,1;3;b5;b7,Db,Abb,Cb,F,,
Db,7b5,,x,x,2,4,1,3,1;3;b5;b7,Cb,F,Abb,Db,,
Db,7b5,,1,3,2,4,x,x,1;3;b5;b7,Db,Abb,Cb,F,,
Db,m7,,x,3,1,4,1,x,1;b3;5;b7,Db,Fb,Cb,Db,,
Db,m7,,x,1,3,1,2,1,1;b3;5;b7,Db,Ab,Cb,Fb,Ab,
Db,m7,,1,3,1,1,4,1,1;b3;5;b7,Db,Ab,Cb,Fb,Cb,Db
Db,m7,,x,1,x,2,3,x,1;b3;5;b7,Db,Cb,Fb,,,
Db,dim,,x,1,2,4,3,x,1;b3;b5,Db,Abb,Db,Fb,,
Db,dim,,x,x,4,3,1,2,1;b3;b5,Db,Fb,Abb,Db,,
Db,dim,,1,2,3,1,x,x,1;b3;b5,Db,Abb,Db,Fb,,
Db,6,,x,4,2,3,1,x,1;3;5;6,Db,F,Bb,Db,,
Db,6,,x,1,3,3,3,3,1;3;5;6,Db,Ab,Db,F,Bb,
Db,6,,1,x,3,2,4,1,1;3;5;6,Db,Db,F,Bb,Db,
Db,6,,x,2,4,1,x,x,1;3;5;6,Db,Ab,Bb,,,
Db,6,,x,x,3,2,4,1,1;3;5;6,Db,F,Bb,Db,,
Db,6,,x,x,3,2,4,x,1;3;5;6,Db,F,Bb,,,
Db,6,,x,x,x,3,3,3,1;3;5;6,Db,F,Bb,,,
Db,7(#5),,x,1,2,1,1,x,1;3;#5;b7,Cb,F,A,Db,,
Db,7(#5),,x,1,4,1,3,2,1;3;#5;b7,Db,A,Cb,F,A,
Db,7(#5),,1,x,1,2,3,1,1;3;#5;b7,Db,Cb,F,A,Db,
Db,7sus4,,x,2,3,4,1,x,1;4;5;b7,Db,Gb,Cb,Db,,
Db,7sus4,,x,1,3,1,4,1,1;4;5;b7,Db,Ab,Cb,Gb,Ab,
Db,7sus4,,1,3,1,4,1,1,1;4;5;b7,Db,Ab,Cb,Gb,Ab,Db
Db,7sus4,,x,2,2,3,x,x,1;4;5;b7,Db,Gb,Cb,,,
Db,maj7,,x,4,3,1,1,1,1;3;5;7,Db,F,Ab,C,F,
Db,maj7,,x,1,3,2,4,1,1;3;5;7,Db,Ab,C,F,Ab,
Db,maj7,,x,x,4,3,2,1,1;3;5;7,Db,F,Ab,C,,
Db,maj7,,1,x,3,4,2,x,1;3;5;7,Db,C,F,Ab,,
Db,maj7,,x,1,3,2,4,x,1;3;5;7,Db,Ab,C,F,,
Db,maj7,,x,2,x,3,4,x,1;3;5;7,Db,C,F,,,
Db,5,,x,1,3,4,x,x,1;5,Db,Ab,Db,,,
Db,5,,x,1,4,x,x,x,1;5,Db,Ab,,,,
Db,7(#11),,2,x,3,4,1,x,1;3;5;b7;#11,Db,Cb,F,G,,
Db,7(#11),,x,1,3,2,4,x,1;3;5;b7;#11,Db,G,Cb,F,,
Db,m6,,x,3,1,2,1,x,1;b3;5;6,Db,Fb,Bb,Db,,
Db,m6,,x,1,x,3,2,4,1;b3;5;6,Db,Db,Fb,Bb,,
Db,m6,,1,x,3,1,4,1,1;b3;5;6,Db,Db,Fb,Bb,Db,
Db,7(b9),,x,2,1,3,1,x,1;3;5;b7;b9,Db,F,Cb,Ebb,,
Db,7(b9),,3,2,4,1,x,x,1;3;5;b7;b9,Db,F,Cb,Ebb,,
Db,7(b9),,1,x,1,2,1,3,1;3;5;b7;b9,Db,Cb,F,Ab,Ebb,
Db,m9,,x,2,1,3,4,x,1;b3;5;b7;9,Db,Fb,Cb,Eb,,
Db,m9,,3,1,4,2,x,x,1;b3;5;b7;9,Db,Fb,Cb,Eb,,
Db,m9,,1,3,1,1,1,4,1;b3;5;b7;9,Db,Ab,Cb,Fb,Ab,Eb
